"id","time_parse","channel","usr_parse","msg_parse"
26360,"2023-12-05 19:30:29","#pulsechain","ogwebchef888!~ogwebchef","Has anyone here fetched prc-20 data using direct websocket connection and stored it in a PostgreSQL database? Does it work faster than using multi batch calls with rpc fetch method???"
26343,"2023-12-05 13:49:03","#pulsechain","FREEDOM_777!sid622718","to another blessed day!"
26342,"2023-12-05 13:41:50","#pulsechain","ogwebchef888!~ogwebchef","GM fam0 @FREEDOM_777"
26341,"2023-12-05 13:08:09","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!"
26233,"2023-12-04 17:03:00","#pulsechain","ogwebchef888!~ogwebchef","Buy Annabelle and pair it to $ZOC fam"
26183,"2023-12-04 15:45:48","#pulsechain","ogwebchef888!~ogwebchef","GM fam"
26167,"2023-12-04 14:00:05","#pulsechain","FREEDOM_777!sid622718","GM pulsechain!!"
26030,"2023-12-03 13:06:01","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!"
25751,"2023-12-02 20:13:38","#pulsechain","ogwebchef888!~ogwebchef","$ZOC looking strong"
25545,"2023-12-02 14:39:26","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain OG's"
25323,"2023-12-01 14:41:22","#pulsechain","ogwebchef888!~ogwebchef","GM"
25320,"2023-12-01 13:25:49","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!!"
25069,"2023-11-30 14:04:58","#pulsechain","Noel345!~Noel345","@FREEDOWN_777 yay :>"
25068,"2023-11-30 14:04:33","#pulsechain","FREEDOM_777!sid622718","@Noel345: you are welcome lol ✊️."
25067,"2023-11-30 14:04:05","#pulsechain","Noel345!~Noel345",";-;?"
25066,"2023-11-30 14:03:58","#pulsechain","FREEDOM_777!sid622718","Buying the Dip today. $PLS $PLSX $pDAI $pHEX !! Lfg"
25065,"2023-11-30 14:02:53","#pulsechain","Noel345!~Noel345","thanks i guess"
25064,"2023-11-30 14:02:49","#pulsechain","Noel345!~Noel345","hmmmm"
25063,"2023-11-30 14:02:48","#pulsechain","Noel345!~Noel345","well"
25062,"2023-11-30 14:01:55","#pulsechain","Noel345!~Noel345","@FREEDOM_777 damn bro..."
25061,"2023-11-30 14:01:47","#pulsechain","FREEDOM_777!sid622718","Will say a prayer for you bro 🙏"
25057,"2023-11-30 14:01:27","#pulsechain","Noel345!~Noel345","wth"
25056,"2023-11-30 14:01:25","#pulsechain","Noel345!~Noel345","bro"
25055,"2023-11-30 14:01:20","#pulsechain","FREEDOM_777!sid622718","Isaiah 40:31 - But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint."
25054,"2023-11-30 14:01:16","#pulsechain","FREEDOM_777!sid622718","Isaiah 58:11 - And the LORD shall guide thee continually, and satisfy thy soul in drought, and make fat thy bones: and thou shalt be like a watered garden, and like a spring of water, whose waters fail not."
25053,"2023-11-30 14:01:07","#pulsechain","FREEDOM_777!sid622718","@Noel345: honestly, my happiness comes and goes. It is a fleeting emotion like Sadness.... I am definitely not always happy lol....what I DO have is an inner Joy, and an Inner Peace that ""surpasses all understanding"" and an inner light that guides my path so even when I am not happy, and Life isn't going my way, and the odds are stacked against me, I can still stand tall and push through life, and my own mind."
25052,"2023-11-30 13:54:54","#pulsechain","Noel345!~Noel345","@FREEDOWN_777 damn, i wish i could be happy like you ;-;"
25051,"2023-11-30 13:54:14","#pulsechain","FREEDOM_777!sid622718","@Noel345: blessed and grateful to be alive another day. Thankful for my life and the people in it. Doing well. How are you ?"
25050,"2023-11-30 13:30:21","#pulsechain","Noel345!~Noel345","How are you @FREEDOM_777 :>?"
25049,"2023-11-30 13:28:42","#pulsechain","FREEDOM_777!sid622718","@Noel345: 💪✊️💯"
25048,"2023-11-30 13:24:18","#pulsechain","Noel345!~Noel345","Good Afternoon Pulsechain :>"
25046,"2023-11-30 13:07:08","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!"
25039,"2023-11-30 11:03:26","#pulsechain","Noel345!~Noel345","how are ya all???"
25038,"2023-11-30 10:57:49","#pulsechain","Noel345!~Noel345","hi chat :>"
25011,"2023-11-29 18:42:45","#pulsechain","FREEDOM_777!sid622718","LFG"
25009,"2023-11-29 18:07:49","#pulsechain","ogwebchef888!~ogwebchef","For the CULTure"
25008,"2023-11-29 18:07:39","#pulsechain","ogwebchef888!~ogwebchef","Put some respect on it"
25007,"2023-11-29 18:07:01","#pulsechain","ogwebchef888!~ogwebchef","t=0 ?"
24951,"2023-11-29 15:32:05","#pulsechain","ogwebchef888!~ogwebchef","GM"
24815,"2023-11-29 14:37:05","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!"
23948,"2023-11-27 19:37:19","#pulsechain","FREEDOM_777!sid622718","pDAI & atropa"
23947,"2023-11-27 18:24:38","#pulsechain","Guest7826!uid628437","pDAI looks ready"
23939,"2023-11-27 14:18:34","#pulsechain","FREEDOM_777!sid622718","GM pulsechain"
23745,"2023-11-27 01:53:35","#pulsechain","alexander_as_helios!alexander_","got around to trying this, legit https://github.com/deepset-ai/haystack/"
23732,"2023-11-26 22:43:58","#pulsechain","ogwebchef888!~ogwebchef","Just need computing power, no kyc ever lol"
23731,"2023-11-26 22:43:25","#pulsechain","ogwebchef888!~ogwebchef","POW Algos"
23730,"2023-11-26 22:43:18","#pulsechain","ogwebchef888!~ogwebchef","POW seems to be picking up steam or at least ETHW which is fork of eth prior to going Proof of stake"
23729,"2023-11-26 22:42:24","#pulsechain","ogwebchef888!~ogwebchef","When list on https://unmineable.com/coins"
23595,"2023-11-26 18:27:18","#pulsechain","ogwebchef888!~ogwebchef","Found a reliable alt for main one here https://www.g4mm4.io/"
23592,"2023-11-26 18:26:45","#pulsechain","ogwebchef888!~ogwebchef","Error"
23593,"2023-11-26 18:26:45","#pulsechain","ogwebchef888!~ogwebchef"," Cannot fetch token details. Wait for a few minutes and reload the application"
23591,"2023-11-26 18:26:31","#pulsechain","ogwebchef888!~ogwebchef","""The PulseChain RPC-node is not responding.Please set a custom RPC URL in settings or come back later."""
23589,"2023-11-26 18:26:21","#pulsechain","ogwebchef888!~ogwebchef","Anyone else experiencing RPC lag when running the pulsechain bridge?"
23557,"2023-11-26 18:08:01","#pulsechain","ogwebchef888!~ogwebchef","Exact replica of previous code using same hash and will remain this way."
23556,"2023-11-26 18:07:48","#pulsechain","ogwebchef888!~ogwebchef","Bridge alternative: https://pulsebridge.pages.dev/"
23541,"2023-11-26 17:57:08","#pulsechain","ogwebchef888!~ogwebchef","Alternative pulsechain explorer: https://pulsescan.pages.dev/"
23536,"2023-11-26 17:49:57","#pulsechain","ogwebchef888!~ogwebchef","Yeah will do same for bridge and scan"
23317,"2023-11-26 14:47:02","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!!!"
23314,"2023-11-26 14:15:40","#pulsechain","alexander_as_helios!alexander_","cloudflare url looks much better than the alternatives"
23313,"2023-11-26 14:15:29","#pulsechain","alexander_as_helios!alexander_","🔥"
22987,"2023-11-25 15:25:29","#pulsechain","ogwebchef888!~ogwebchef","uses same hash listed on app.pulsex.com"
22986,"2023-11-25 15:25:13","#pulsechain","ogwebchef888!~ogwebchef","Made a backup for pulsex if anyone needs it. https://pulsex.pages.dev/"
22984,"2023-11-25 15:09:26","#pulsechain","ogwebchef888!~ogwebchef","LFG @FREEDOM_777"
22966,"2023-11-25 14:12:06","#pulsechain","FREEDOM_777!sid622718","GM PulseChain!!! LFG"
22889,"2023-11-24 22:16:03","#pulsechain","ogwebchef888!~ogwebchef","#pulsechain log https://www.dropbox.com/scl/fi/8soh4bey50nig1d1w4a3y/pulsechain.log?rlkey=2gsbgjv8wq667fkcelqhvu62u&dl=0"
22887,"2023-11-24 22:15:12","#pulsechain","FREEDOM_777!sid622718","@alexander_as_helios: 🔥"
22882,"2023-11-24 20:17:02","#pulsechain","ogwebchef888!~ogwebchef","NBA™ has a lit chart"
22881,"2023-11-24 20:15:51","#pulsechain","alexander_as_helios!alexander_","FREEDOM_777 🔥"
22880,"2023-11-24 20:15:35","#pulsechain","alexander_as_helios!alexander_","ogwebchef888 🔥"
22876,"2023-11-24 20:14:44","#pulsechain","ogwebchef888!~ogwebchef","Hey what's up fam"
22757,"2023-11-24 13:38:40","#pulsechain","FREEDOM_777!sid622718","GM PulseChain. To another Great Day!! If you are reading this, you are alive today and your joruney isn't done. Give Thanks and give today your BEST"
22425,"2023-11-23 16:23:05","#pulsechain","Mana_Pool!~BraseroCD","?"
22424,"2023-11-23 16:22:51","#pulsechain","Mana_Pool!~BraseroCD","maria, where can the layman who wishes to educate themselves in the terminology and not waste time repeating questions that have already been answered find the most complete copy of the chatlog history? Do you alone hold the most complete one"
22423,"2023-11-23 16:14:24","#pulsechain","Mana_Pool!~BraseroCD","perhaps my illiteracy in the terminology is what makes it seem cryptic, not the language itself, and that I should instead attempt to expand my vocabulary."
22422,"2023-11-23 16:11:09","#pulsechain","Mana_Pool!~BraseroCD","was banned immediately from atropa_logged for asking a genuine question about the cryptic language. I meant no harm. Apparently i displayed an unforgivably level of illeteracy."
22421,"2023-11-23 16:08:13","#pulsechain","Mana_Pool!~BraseroCD","Apparently I inadvertently insulted the Frock by not looking up enough words... i think i'm missing some chat lines. are there a more complete chat log histories around that go back further than what's on telegram? feels like those jump in kinda mid-conversation."
22406,"2023-11-23 14:16:39","#pulsechain","FREEDOM_777!sid622718","Grateful for PulseChain"
22405,"2023-11-23 14:16:10","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!!"
22395,"2023-11-23 08:35:40","#pulsechain","NicoleFrost!uid623130","We are alive"
22178,"2023-11-22 14:01:30","#pulsechain","FREEDOM_777!sid622718","GM pulsechain"
22144,"2023-11-22 05:42:46","#pulsechain","atropa-19095!~oftc-webi","b"
22139,"2023-11-22 04:30:19","#pulsechain","Memory-of-Andromeda!~Andromeda","SHVDXW9 has been added to auto ops"
22137,"2023-11-22 04:30:16","#pulsechain","alexander_as_helios!alexander_","!op add SHVDXW9"
22136,"2023-11-22 04:29:57","#pulsechain","Memory-of-Andromeda!~Andromeda","SHVDXW9 must be registered and identified to be added to op."
22135,"2023-11-22 04:29:56","#pulsechain","alexander_as_helios!alexander_","!op add SHVDXW9"
22009,"2023-11-21 17:23:36","#pulsechain","Binky!~oftc-webi","NBA TM hit 100k marketcap. $150 per token. Impressive for a 666"
22008,"2023-11-21 17:23:06","#pulsechain","Binky!~oftc-webi","Legal and down it is"
21990,"2023-11-21 15:08:13","#pulsechain","FREEDOM_777!sid622718","The scope of work typically discusses project needs and explains how a project's goals will be met. to be ""within scope"" a specific job or deliverable falls under the project's responsibilities/goal to completion"
21981,"2023-11-21 14:50:43","#pulsechain","mariarahel!~maria","The best longer term investment within scope I believe is either dOWN or LEGAL"
21974,"2023-11-21 13:55:46","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!!!!"
21962,"2023-11-21 08:00:34","#pulsechain","Binky!~oftc-webi","Already heavy on tsfi down legal bear"
21961,"2023-11-21 08:00:05","#pulsechain","Binky!~oftc-webi"," I'd like to provide liquidity to it"
21960,"2023-11-21 07:59:45","#pulsechain","Binky!~oftc-webi","Whats the best long term atropa token"
21873,"2023-11-20 23:24:34","#pulsechain","Binky!~oftc-webi","You thinking this is the floor for teddy?"
21490,"2023-11-20 14:23:13","#pulsechain","FREEDOM_777!sid622718","Pulsechain!!! GM."
21274,"2023-11-19 20:03:57","#pulsechain","ogwebchef888!~ogwebchef","5555 vibe"
21273,"2023-11-19 20:03:50","#pulsechain","ogwebchef888!~ogwebchef","369 chain ID LFG"
21270,"2023-11-19 19:57:39","#pulsechain","ogwebchef888!~ogwebchef","New topic for #pulsechain soon ?"
21269,"2023-11-19 19:57:11","#pulsechain","ogwebchef888!~ogwebchef","Echelon"
21268,"2023-11-19 19:56:56","#pulsechain","ogwebchef888!~ogwebchef","What's golden! @mariarahel"
21177,"2023-11-19 15:22:09","#pulsechain","FREEDOM_777!sid622718","GM Pulsechain!! To another Great Day LFG!"
21078,"2023-11-19 02:01:34","#pulsechain","Binky!~oftc-webi","Can I get info on ਓੰਫਃਙ਼ੌਘਁ. I see that it's heavily pooled with usdt"
20743,"2023-11-18 13:55:25","#pulsechain","FREEDOM_777!sid622718","GM pulsechain!!!!"
20402,"2023-11-17 20:45:39","#pulsechain","mariarahel!~maria","pulsechain forum looking good"
20194,"2023-11-17 15:22:36","#pulsechain","ogwebchef888!~ogwebchef","https://youtu.be/ASRIEaY1A8Y?si=BVhqvQ8AFc8zA7OJ"
20193,"2023-11-17 15:17:13","#pulsechain","FREEDOM_777!sid622718","@ogwebchef888: always!"
20185,"2023-11-17 14:50:37","#pulsechain","ogwebchef888!~ogwebchef","GM fam @FREEDOM_777 blessed vibes"
20107,"2023-11-17 13:57:56","#pulsechain","FREEDOM_777!sid622718","GM pulsechain :)"
20103,"2023-11-17 13:27:26","#pulsechain","atropa_FAnatics!uid627872","LETS ATROPA GREAT REPUTATION AGAIN $FUNNY 💩"
20104,"2023-11-17 13:27:26","#pulsechain","atropa_FAnatics!uid627872","0x611D02a63fFa2aC491A9b43d39193B8295FDa6da :atropa_FAnatics!uid627872@id-627872.uxbridge.irccloud.com PRIVMSG #pulsechain :https://onlymoons.io/#/locker/pulse/2160 :atropa_FAnatics!uid627872@id-627872.uxbridge.irccloud.com PRIVMSG #pulsechain :https://dexscreener.com/pulsechain/0xda7d602cdfffb30df61351be896d5734435f22e4 :atropa_FAnatics!uid627872@id-627872.uxbridge.irccloud.com PRIVMSG #pulsechain :https://app.pulsex.com/swap?outputCurrency=0x611D02a63fFa2aC491A9b43d39193B8295FDa6da"
19527,"2023-11-16 13:55:21","#pulsechain","FREEDOM_777!sid622718","GM pulsechain"
18934,"2023-11-15 18:32:25","#pulsechain","FREEDOM_777!sid622718","@ogwebchef888: always got good songs"
18932,"2023-11-15 17:29:08","#pulsechain","ogwebchef888!~ogwebchef","https://www.youtube.com/watch?v=ePhKoD1b4vw"
18931,"2023-11-15 17:29:07","#pulsechain","ogwebchef888!~ogwebchef","GM"
18877,"2023-11-15 13:55:19","#pulsechain","FREEDOM_777!sid622718","GM pulsechain"
18694,"2023-11-14 23:15:24","#pulsechain","moose_!uid622835","Will Teddy Bear be the Shiba Inu of PulseChain? I think so"
18323,"2023-11-14 15:43:12","#pulsechain","FREEDOM_777!sid622718","@ogwebchef888: blessed to be alive and well another day"
18292,"2023-11-14 14:48:17","#pulsechain","ogwebchef888!~ogwebchef","GM @FREEDOM_777"
18282,"2023-11-14 14:19:25","#pulsechain","FREEDOM_777!sid622718","GM PulseChain"
18204,"2023-11-14 02:41:47","#pulsechain","mariarahel!~maria","It Girls Don't Go Under Cover"
18202,"2023-11-14 02:39:52","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=YpKr5ohN0ao"
18200,"2023-11-14 02:31:01","#pulsechain","mariarahel!~maria","we're not there yet"
18199,"2023-11-14 02:28:09","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=wd9plyT98lE"
18197,"2023-11-14 02:26:42","#pulsechain","mariarahel!~maria","шећер и стем N MANI"
18196,"2023-11-14 02:24:29","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=Y1wae9PtEL0"
18195,"2023-11-14 02:23:16","#pulsechain","mariarahel!~maria","МАНИ"
18193,"2023-11-14 02:22:40","#pulsechain","mariarahel!~maria","Покушавам да добијете шећер и стем да бисте купили TSFi"
18192,"2023-11-14 02:22:06","#pulsechain","mariarahel!~maria","Trying To Get Sugar & Stem To Buy TSFi"
18191,"2023-11-14 02:20:07","#pulsechain","mariarahel!~maria","Buy TSFi"
18190,"2023-11-14 02:18:26","#pulsechain","mariarahel!~maria","Wanna Make More Money ?"
18189,"2023-11-14 02:18:13","#pulsechain","mariarahel!~maria","Is Stem Here ?"
18188,"2023-11-14 02:17:50","#pulsechain","mariarahel!~maria","విన్నపము ఫక్ ఆఫ్ చేయవచ్చు"
18187,"2023-11-14 02:16:37","#pulsechain","mariarahel!~maria","Solicitation Can Fuck Off"
18186,"2023-11-14 02:15:30","#pulsechain","mariarahel!~maria","Is Sugar Here ?"
18185,"2023-11-14 02:14:58","#pulsechain","mariarahel!~maria","https://www.youtube.com/watch?v=uhG-vLZrb-g"
18184,"2023-11-14 02:14:40","#pulsechain","mariarahel!~maria","Noogie Them"
18183,"2023-11-14 02:14:21","#pulsechain","mariarahel!~maria","Only Police Ball There Is"
18182,"2023-11-14 02:14:11","#pulsechain","mariarahel!~maria","Wyoming City Noogie Rodeo"
18181,"2023-11-14 02:14:09","#pulsechain","mariarahel!~maria","Wyoming City"
18180,"2023-11-14 02:13:42","#pulsechain","mariarahel!~maria","The Little Pieces Of Shit Love It"
18179,"2023-11-14 02:13:25","#pulsechain","mariarahel!~maria","Noogie Cops"
